  [  24.71,    4.02,   25.91,   27.66,   36.62,   12.53,    6.12,    5.09,   13.60,   34.36,   26.46,   32.07,    7.20,   26.95,   26.87,   32.31,   15.98,   15.98,   26.63,   26.63,    0.00,    0.00,    3.06,    3.06,   17.77,   17.77],
  [  24.71,    4.02,   25.91,   27.66,   36.62,   12.53,    6.12,    5.09,   13.60,   34.36,   26.46,   32.07,    7.20,   26.95,   26.87,   32.31,   15.98,   15.98,   26.63,   26.63,    0.00,    0.00,    3.06,    3.06,   17.77,   17.77],
  [  26.79,    7.02,   23.34,   27.89,   33.58,   12.61,    9.02,    4.24,   15.37,   31.30,   25.83,   30.72,    8.36,   25.65,   23.89,   30.32,   13.21,   13.21,   23.64,   23.64,    3.06,    3.06,    0.00,    0.00,   18.01,   18.01],
  [  26.79,    7.02,   23.34,   27.89,   33.58,   12.61,    9.02,    4.24,   15.37,   31.30,   25.83,   30.72,    8.36,   25.65,   23.89,   30.32,   13.21,   13.21,   23.64,   23.64,    3.06,    3.06,    0.00,    0.00,   18.01,   18.01],
  [  16.16,   17.18,   38.14,   45.43,   42.46,    5.40,   20.93,   13.80,   30.34,   38.80,   43.84,   48.37,   10.82,   43.40,   35.16,   46.90,   28.09,   28.09,   34.68,   34.68,   17.77,   17.77,   18.01,   18.01,    0.00,    0.00],
  [  16.16,   17.18,   38.14,   45.43,   42.46,    5.40,   20.93,   13.80,   30.34,   38.80,   43.84,   48.37,   10.82,   43.40,   35.16,   46.90,   28.09,   28.09,   34.68,   34.68,   17.77,   17.77,   18.01,   18.01,    0.00,    0.00]
];

fixedCost = [24.9, 31.4, 33.6, 24.1, 28.0];

inspectCost = [0.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];

dockPhysical = [1, 1, 2, 2, 3, 3, 4, 4, 5, 5];
