  [  63.70,   60.86,   80.38,   18.69,   33.62,   55.32,   32.00,   38.14,   34.49,   61.19,   34.38,    0.00,   36.24,   60.61,   56.41,   52.60,   57.79,   50.03,   55.00,   49.93,   48.06,   45.69,   45.69,   54.49,   54.49,   21.26,   21.26,   26.30,   26.30,   27.74,   27.74,   25.46,   25.46],
  [  71.39,   24.74,   54.47,   18.41,   17.19,   30.00,    4.24,    4.37,   20.40,   51.90,   13.96,   36.24,    0.00,   47.59,   40.22,   40.95,   57.20,   45.24,   18.75,   17.06,   13.70,   41.87,   41.87,   44.97,   44.97,   34.09,   34.09,   30.73,   30.73,   25.47,   25.47,   38.61,   38.61],
  [  37.38,   50.09,   28.82,   55.01,   32.67,   22.47,   48.00,   43.54,   29.89,    6.49,   34.85,   60.61,   47.59,    0.00,    7.80,    8.05,   19.79,   13.71,   50.45,   37.34,   56.38,   16.81,   16.81,    7.00,    7.00,   40.49,   40.49,   34.46,   34.46,   33.28,   33.28,   38.63,   38.63],
  [  42.93,   42.48,   27.13,   48.96,   26.21,   14.90,   40.91,   36.08,   23.74,   13.68,   28.01,   56.41,   40.22,    7.80,    0.00,    6.60,   25.24,   15.70,   42.67,   29.55,   48.63,   16.97,   16.97,    9.69,    9.69,   37.49,   37.49,   31.00,   31.00,   28.68,   28.68,   36.63,   36.63],
  [  37.15,   46.70,   33.47,   47.19,   25.21,   19.81,   40.96,   37.11,   22.27,   10.95,   27.66,   52.60,   40.95,    8.05,    6.60,    0.00,   19.68,    9.18,   46.11,   32.79,   50.82,   10.48,   10.48,    4.33,    4.33,   32.69,   32.69,   26.52,   26.52,   25.23,   25.23,   31.21,   31.21],
  [  17.73,   66.19,   48.13,   58.51,   40.11,   39.48,   56.18,   53.94,   36.88,   13.85,   43.25,   57.79,   57.20,   19.79,   25.24,   19.68,    0.00,   12.15,   65.15,   51.87,   68.63,   15.38,   15.38,   15.65,   15.65,   36.60,   36.60,   33.01,   33.01,   35.13,   35.13,   32.47,   32.47],
  [  28.68,   54.41,   41.92,   48.00,   28.28,   28.45,   44.42,   41.87,   25.06,   11.53,   31.32,   50.03,   45.24,   13.71,   15.70,    9.18,   12.15,    0.00,   53.12,   39.89,   56.49,    4.37,    4.37,    6.84,    6.84,   28.98,   28.98,   23.91,   23.91,   24.67,   24.67,   26.16,   26.16],
  [  81.46,    6.49,   46.59,   36.97,   29.80,   28.30,   23.00,   17.49,   32.23,   56.19,   26.63,   55.00,   18.75,   50.45,   42.67,   46.11,   65.15,   53.12,    0.00,   13.32,   11.16,   50.92,   50.92,   50.43,   50.43,   50.52,   50.52,   45.79,   45.79,   40.11,   40.11,   54.29,   54.29],
  [  68.37,   15.04,   37.99,   34.12,   19.28,   15.78,   20.38,   13.16,   20.96,   42.95,   16.81,   49.93,   17.06,   37.34,   29.55,   32.79,   51.87,   39.89,   13.32,    0.00,   19.84,   37.88,   37.88,   37.11,   37.11,   40.91,   40.91,   35.31,   35.31,   29.70,   29.70,   43.90,   43.90],
  [  83.78,   17.40,   56.62,   29.41,   29.71,   35.58,   17.28,   15.27,   32.74,   61.52,   26.32,   48.06,   13.70,   56.38,   48.63,   50.82,   68.63,   56.49,   11.16,   19.84,    0.00,   53.59,   53.59,   55.07,   55.07,   47.79,   47.79,   44.29,   44.29,   38.89,   38.89,   52.28,   52.28],
  [  30.55,   52.68,   43.95,   43.80,   24.74,   27.89,   40.80,   38.70,   21.51,   15.65,   27.91,   45.69,   41.87,   16.81,   16.97,   10.48,   15.38,    4.37,   50.92,   37.88,   53.59,    0.00,    0.00,    9.84,    9.84,   24.71,   24.71,   19.54,   19.54,   20.41,   20.41,   22.13,   22.13],
  [  30.55,   52.68,   43.95,   43.80,   24.74,   27.89,   40.80,   38.70,   21.51,   15.65,   27.91,   45.69,   41.87,   16.81,   16.97,   10.48,   15.38,    4.37,   50.92,   37.88,   53.59,    0.00,    0.00,    9.84,    9.84,   24.71,   24.71,   19.54,   19.54,   20.41,   20.41,   22.13,   22.13],
  [  33.28,   50.98,   35.13,   50.32,   28.86,   23.89,   44.80,   41.21,   25.81,    7.22,   31.48,   54.49,   44.97,    7.00,    9.69,    4.33,   15.65,    6.84,   50.43,   37.11,   55.07,    9.84,    9.84,    0.00,    0.00,   33.97,   33.97,   28.21,   28.21,   27.70,   27.70,   31.82,   31.82],
  [  33.28,   50.98,   35.13,   50.32,   28.86,   23.89,   44.80,   41.21,   25.81,    7.22,   31.48,   54.49,   44.97,    7.00,    9.69,    4.33,   15.65,    6.84,   50.43,   37.11,   55.07,    9.84,    9.84,    0.00,    0.00,   33.97,   33.97,   28.21,   28.21,   27.70,   27.70,   31.82,   31.82],
  [  44.25,   54.95,   63.49,   25.53,   21.63,   40.41,   30.79,   33.43,   20.48,   40.34,   24.27,   21.26,   34.09,   40.49,   37.49,   32.69,   36.60,   28.98,   50.52,   40.91,   47.79,   24.71,   24.71,   33.97,   33.97,    0.00,    0.00,    6.71,    6.71,   11.46,   11.46,    5.37,    5.37],
  [  44.25,   54.95,   63.49,   25.53,   21.63,   40.41,   30.79,   33.43,   20.48,   40.34,   24.27,   21.26,   34.09,   40.49,   37.49,   32.69,   36.60,   28.98,   50.52,   40.91,   47.79,   24.71,   24.71,   33.97,   33.97,    0.00,    0.00,    6.71,    6.71,   11.46,   11.46,    5.37,    5.37],
  [  43.12,   49.78,   56.80,   26.05,   16.16,   33.79,   28.00,   29.33,   14.45,   34.91,   19.17,   26.30,   30.73,   34.46,   31.00,   26.52,   33.01,   23.91,   45.79,   35.31,   44.29,   19.54,   19.54,   28.21,   28.21,    6.71,    6.71,    0.00,    0.00,    5.69,    5.69,    8.59,    8.59],
  [  43.12,   49.78,   56.80,   26.05,   16.16,   33.79,   28.00,   29.33,   14.45,   34.91,   19.17,   26.30,   30.73,   34.46,   31.00,   26.52,   33.01,   23.91,   45.79,   35.31,   44.29,   19.54,   19.54,   28.21,   28.21,    6.71,    6.71,    0.00,    0.00,    5.69,    5.69,    8.59,    8.59],
  [  46.96,   44.10,   53.29,   23.43,   10.48,   29.31,   23.05,   23.80,    9.02,   34.78,   13.48,   27.74,   25.47,   33.28,   28.68,   25.23,   35.13,   24.67,   40.11,   29.70,   38.89,   20.41,   20.41,   27.70,   27.70,   11.46,   11.46,    5.69,    5.69,    0.00,    0.00,   14.26,   14.26],
  [  46.96,   44.10,   53.29,   23.43,   10.48,   29.31,   23.05,   23.80,    9.02,   34.78,   13.48,   27.74,   25.47,   33.28,   28.68,   25.23,   35.13,   24.67,   40.11,   29.70,   38.89,   20.41,   20.41,   27.70,   27.70,   11.46,   11.46,    5.69,    5.69,    0.00,    0.00,   14.26,   14.26],
  [  39.07,   58.36,   63.33,   30.89,   24.74,   41.54,   35.52,   37.57,   23.00,   37.68,   27.70,   25.46,   38.61,   38.63,   36.63,   31.21,   32.47,   26.16,   54.29,   43.90,   52.28,   22.13,   22.13,   31.82,   31.82,    5.37,    5.37,    8.59,    8.59,   14.26,   14.26,    0.00,    0.00],
  [  39.07,   58.36,   63.33,   30.89,   24.74,   41.54,   35.52,   37.57,   23.00,   37.68,   27.70,   25.46,   38.61,   38.63,   36.63,   31.21,   32.47,   26.16,   54.29,   43.90,   52.28,   22.13,   22.13,   31.82,   31.82,    5.37,    5.37,    8.59,    8.59,   14.26,   14.26,    0.00,    0.00]
];

fixedCost = [15.6, 33.9, 29.6, 15.7, 13.5, 30.5];

inspectCost = [0.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];

dockPhysical = [1, 1, 2, 2, 3, 3, 4, 4, 5, 5, 6, 6];
